#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 146200      2.15e+00    2.05e+00      1.98e-02    2.37e-02      2.14e-01    2.04e-01    1.0e-05
 146400      1.03e+00    1.54e+00      1.64e-02    1.62e-02      1.02e-01    1.53e-01    1.0e-05
 146600      1.63e+00    2.38e+00      1.99e-02    7.95e-04      1.62e-01    2.38e-01    1.0e-05
 146800      5.88e-01    1.48e+00      7.96e-02    1.59e-03      5.03e-02    1.48e-01    1.0e-05
 147000      2.24e+00    3.63e+00      2.59e-02    1.23e-01      2.23e-01    3.52e-01    1.0e-05
 147200      1.64e+00    1.63e+00      9.53e-03    4.17e-02      1.64e-01    1.60e-01    1.0e-05
 147400      1.75e+00    1.92e+00      4.11e-02    3.70e-03      1.72e-01    1.92e-01    1.0e-05
 147600      9.54e-01    1.51e+00      3.02e-02    6.48e-03      8.94e-02    1.51e-01    1.0e-05
 147800      7.40e-01    2.45e+00      1.58e-02    3.07e-03      7.36e-02    2.45e-01    1.0e-05
 148000      8.80e-01    2.33e+00      8.66e-03    7.41e-04      8.73e-02    2.32e-01    1.0e-05
 148200      4.71e-01    1.55e+00      2.32e-02    1.21e-02      4.62e-02    1.55e-01    1.0e-05
 148400      1.95e+00    1.20e+00      3.08e-02    4.40e-03      1.93e-01    1.20e-01    1.0e-05
 148600      5.10e-01    1.90e+00      3.26e-04    1.76e-02      5.09e-02    1.89e-01    1.0e-05
 148800      4.47e-01    1.68e+00      5.87e-03    6.77e-03      4.45e-02    1.68e-01    1.0e-05
 149000      4.27e-01    1.57e+00      2.47e-02    9.58e-03      4.15e-02    1.56e-01    1.0e-05
 149200      5.26e-01    2.83e+00      4.65e-02    2.29e-02      4.94e-02    2.81e-01    1.0e-05
 149400      2.01e+00    1.93e+00      1.60e-02    9.98e-03      2.00e-01    1.92e-01    1.0e-05
 149600      1.44e+00    1.59e+00      9.36e-03    4.66e-02      1.43e-01    1.55e-01    1.0e-05
 149800      2.20e+00    2.22e+00      2.06e-02    1.08e-02      2.19e-01    2.21e-01    1.0e-05
 150000      4.87e-01    1.29e+00      2.51e-02    8.01e-03      4.96e-02    1.34e-01    9.2e-06
 150200      1.57e+00    1.44e+00      1.63e-02    2.38e-03      1.62e-01    1.49e-01    9.2e-06
 150400      1.88e+00    1.30e+00      1.17e-02    8.73e-03      1.95e-01    1.34e-01    9.2e-06
 150600      9.23e-01    3.38e+00      2.27e-02    4.29e-03      9.43e-02    3.50e-01    9.2e-06
 150800      1.44e+00    1.80e+00      4.80e-02    8.48e-03      1.45e-01    1.87e-01    9.2e-06
 151000      1.85e+00    1.04e+00      1.29e-03    2.21e-02      1.92e-01    1.07e-01    9.2e-06
 151200      2.50e+00    1.98e+00      8.88e-02    9.10e-03      2.51e-01    2.06e-01    9.2e-06
 151400      4.27e-01    1.32e+00      3.23e-03    1.81e-02      4.43e-02    1.36e-01    9.2e-06
 151600      8.63e-01    1.06e+00      6.84e-03    5.10e-02      8.93e-02    1.03e-01    9.2e-06
 151800      1.48e+00    1.43e+00      7.70e-03    1.65e-02      1.53e-01    1.48e-01    9.2e-06
 152000      3.08e+00    1.63e+00      1.34e-02    7.50e-03      3.20e-01    1.69e-01    9.2e-06
 152200      1.36e+00    1.01e+00      4.94e-02    1.41e-02      1.37e-01    1.04e-01    9.2e-06
 152400      1.93e+00    1.98e+00      3.92e-02    2.73e-02      1.98e-01    2.04e-01    9.2e-06
 152600      1.74e+00    2.02e+00      4.45e-02    1.75e-02      1.77e-01    2.08e-01    9.2e-06
 152800      1.43e+00    1.87e+00      1.30e-03    1.26e-02      1.49e-01    1.93e-01    9.2e-06
 153000      1.71e+00    7.99e-01      2.81e-02    3.70e-03      1.77e-01    8.29e-02    9.2e-06
 153200      6.61e-01    1.07e+00      1.60e-02    1.25e-02      6.83e-02    1.11e-01    9.2e-06
 153400      1.78e+00    1.46e+00      2.64e-02    1.08e-02      1.83e-01    1.51e-01    9.2e-06
 153600      1.33e+00    1.78e+00      4.06e-02    2.09e-02      1.35e-01    1.84e-01    9.2e-06
 153800      1.91e+00    1.86e+00      7.50e-03    2.63e-02      1.98e-01    1.92e-01    9.2e-06
 154000      1.07e+00    1.40e+00      7.52e-03    2.37e-03      1.11e-01    1.46e-01    9.2e-06
 154200      9.69e-01    2.04e+00      3.12e-03    9.34e-03      1.01e-01    2.12e-01    9.2e-06
 154400      1.02e+00    1.41e+00      2.29e-02    3.46e-03      1.05e-01    1.46e-01    9.2e-06
 154600      1.46e+00    1.70e+00      3.03e-02    3.71e-03      1.50e-01    1.77e-01    9.2e-06
 154800      9.21e-01    1.77e+00      2.09e-02    2.18e-02      9.26e-02    1.82e-01    9.2e-06
 155000      1.78e+00    1.80e+00      1.13e-02    1.16e-02      1.92e-01    1.94e-01    8.5e-06
 155200      1.53e+00    1.47e+00      4.98e-02    3.42e-02      1.60e-01    1.56e-01    8.5e-06
 155400      2.60e+00    9.98e-01      1.52e-02    2.74e-03      2.81e-01    1.08e-01    8.5e-06
 155600      1.03e+00    1.60e+00      9.74e-03    1.66e-03      1.11e-01    1.73e-01    8.5e-06
 155800      2.48e+00    1.78e+00      2.45e-02    2.20e-02      2.66e-01    1.92e-01    8.5e-06
 156000      1.43e+00    1.20e+00      1.54e-02    2.68e-02      1.54e-01    1.27e-01    8.5e-06
 156200      3.68e-01    1.88e+00      9.01e-03    2.71e-02      3.96e-02    2.02e-01    8.5e-06
 156400      1.01e+00    1.10e+00      5.02e-03    7.68e-03      1.09e-01    1.19e-01    8.5e-06
 156600      3.44e-01    2.00e+00      2.55e-02    1.85e-03      3.56e-02    2.16e-01    8.5e-06
 156800      1.44e+00    2.38e+00      1.06e-02    8.29e-03      1.55e-01    2.57e-01    8.5e-06
 157000      1.73e+00    1.37e+00      8.38e-03    2.61e-03      1.86e-01    1.48e-01    8.5e-06
 157200      2.56e+00    2.54e+00      1.01e-02    9.97e-03      2.76e-01    2.74e-01    8.5e-06
 157400      1.77e+00    1.59e+00      3.29e-02    2.72e-03      1.89e-01    1.72e-01    8.5e-06
 157600      4.89e-01    1.35e+00      3.99e-02    7.61e-03      5.02e-02    1.46e-01    8.5e-06
 157800      1.37e+00    1.24e+00      2.61e-02    2.75e-03      1.46e-01    1.34e-01    8.5e-06
 158000      4.44e-01    2.01e+00      1.59e-02    1.58e-02      4.75e-02    2.16e-01    8.5e-06
 158200      1.38e+00    1.95e+00      7.96e-04    7.18e-03      1.49e-01    2.11e-01    8.5e-06
 158400      5.23e-01    1.38e+00      9.97e-03    3.87e-02      5.63e-02    1.46e-01    8.5e-06
 158600      1.70e+00    1.78e+00      4.16e-02    1.95e-02      1.81e-01    1.91e-01    8.5e-06
 158800      6.62e-01    1.07e+00      3.32e-02    1.07e-02      7.01e-02    1.16e-01    8.5e-06
 159000      1.65e+00    1.49e+00      3.59e-02    3.15e-03      1.76e-01    1.61e-01    8.5e-06
 159200      6.62e-01    1.60e+00      6.06e-02    2.76e-02      6.69e-02    1.71e-01    8.5e-06
 159400      1.32e+00    1.92e+00      3.46e-02    1.93e-02      1.40e-01    2.07e-01    8.5e-06
 159600      1.30e+00    1.44e+00      1.28e-02    1.69e-03      1.40e-01    1.56e-01    8.5e-06
 159800      9.80e-01    1.32e+00      8.20e-03    3.98e-03      1.06e-01    1.42e-01    8.5e-06
 160000      2.71e+00    1.48e+00      3.96e-02    1.47e-02      3.01e-01    1.65e-01    7.8e-06
 160200      4.55e-01    1.24e+00      5.56e-03    1.61e-02      5.10e-02    1.38e-01    7.8e-06
 160400      3.59e-01    1.64e+00      1.46e-02    5.60e-03      3.98e-02    1.84e-01    7.8e-06
 160600      1.72e+00    1.45e+00      8.31e-03    7.19e-05      1.93e-01    1.63e-01    7.8e-06
 160800      1.44e+00    1.49e+00      4.34e-03    7.13e-03      1.61e-01    1.67e-01    7.8e-06
 161000      1.35e+00    1.89e+00      2.20e-02    3.39e-03      1.50e-01    2.12e-01    7.8e-06
 161200      9.80e-01    1.63e+00      3.70e-02    8.96e-03      1.06e-01    1.82e-01    7.8e-06
 161400      9.07e-01    8.21e-01      2.31e-02    1.22e-02      1.00e-01    9.17e-02    7.8e-06
 161600      1.45e+00    1.17e+00      3.10e-02    4.24e-03      1.61e-01    1.31e-01    7.8e-06
 161800      3.97e-01    1.11e+00      4.78e-02    3.44e-02      3.95e-02    1.21e-01    7.8e-06
 162000      1.65e+00    1.91e+00      4.23e-03    5.27e-03      1.85e-01    2.14e-01    7.8e-06
 162200      3.62e-01    1.32e+00      1.70e-02    1.33e-02      4.00e-02    1.48e-01    7.8e-06
 162400      1.45e+00    1.87e+00      2.57e-03    5.84e-03      1.63e-01    2.09e-01    7.8e-06
 162600      7.22e-01    1.53e+00      1.02e-02    9.83e-03      8.01e-02    1.72e-01    7.8e-06
 162800      2.53e+00    1.51e+00      1.83e-02    3.11e-02      2.83e-01    1.67e-01    7.8e-06
 163000      3.12e+00    1.05e+00      9.07e-03    4.67e-03      3.50e-01    1.17e-01    7.8e-06
 163200      1.44e+00    2.45e+00      4.12e-03    7.66e-03      1.61e-01    2.75e-01    7.8e-06
 163400      9.28e-01    1.42e+00      9.94e-03    7.74e-03      1.04e-01    1.59e-01    7.8e-06
 163600      1.41e+00    1.38e+00      6.77e-03    9.21e-04      1.58e-01    1.55e-01    7.8e-06
 163800      2.27e+00    8.15e-01      2.50e-03    1.38e-03      2.55e-01    9.15e-02    7.8e-06
 164000      1.54e+00    9.82e-01      7.20e-03    1.73e-02      1.73e-01    1.09e-01    7.8e-06
 164200      3.06e+00    2.24e+00      3.37e-02    5.38e-03      3.41e-01    2.51e-01    7.8e-06
 164400      1.79e+00    1.40e+00      2.72e-02    8.13e-03      2.00e-01    1.56e-01    7.8e-06
 164600      1.30e+00    1.44e+00      3.08e-02    9.18e-03      1.44e-01    1.61e-01    7.8e-06
 164800      1.06e+00    1.18e+00      2.53e-03    5.10e-03      1.19e-01    1.32e-01    7.8e-06
 165000      1.22e+00    8.14e-01      1.78e-02    1.12e-02      1.42e-01    9.46e-02    7.2e-06
 165200      1.16e+00    1.59e+00      4.36e-02    9.55e-04      1.31e-01    1.85e-01    7.2e-06
 165400      1.04e+00    1.30e+00      6.95e-03    1.24e-02      1.22e-01    1.51e-01    7.2e-06
 165600      1.12e+00    1.58e+00      3.26e-03    1.46e-02      1.30e-01    1.84e-01    7.2e-06
 165800      1.18e+00    8.92e-01      4.44e-02    1.21e-02      1.32e-01    1.04e-01    7.2e-06
 166000      1.65e+00    1.20e+00      5.60e-02    5.55e-04      1.87e-01    1.40e-01    7.2e-06
 166200      1.28e+00    1.36e+00      4.60e-02    2.23e-02      1.44e-01    1.56e-01    7.2e-06
 166400      2.94e+00    1.54e+00      4.27e-02    5.90e-03      3.41e-01    1.79e-01    7.2e-06
 166600      1.52e+00    1.97e+00      2.88e-02    4.54e-02      1.76e-01    2.23e-01    7.2e-06
 166800      2.79e+00    8.47e-01      2.22e-02    4.48e-03      3.25e-01    9.88e-02    7.2e-06
 167000      4.58e-01    1.46e+00      4.59e-02    5.80e-04      4.93e-02    1.70e-01    7.2e-06
 167200      1.69e+00    2.00e+00      2.87e-02    2.20e-02      1.96e-01    2.32e-01    7.2e-06
 167400      4.75e-01    9.17e-01      1.30e-02    1.06e-02      5.52e-02    1.06e-01    7.2e-06
 167600      1.38e+00    1.53e+00      1.06e-02    1.60e-02      1.60e-01    1.78e-01    7.2e-06
 167800      7.69e-01    1.64e+00      1.43e-02    3.48e-03      8.90e-02    1.92e-01    7.2e-06
 168000      4.25e-01    8.99e-01      2.22e-02    1.33e-03      4.86e-02    1.05e-01    7.2e-06
 168200      2.29e+00    6.38e-01      2.83e-02    2.79e-02      2.65e-01    7.37e-02    7.2e-06
 168400      1.34e+00    2.00e+00      1.48e-02    6.00e-03      1.56e-01    2.33e-01    7.2e-06
 168600      4.12e-01    1.26e+00      3.05e-03    2.46e-02      4.81e-02    1.45e-01    7.2e-06
 168800      4.42e-01    1.27e+00      1.49e-02    2.65e-03      5.11e-02    1.49e-01    7.2e-06
 169000      1.55e+00    1.22e+00      1.42e-02    6.87e-03      1.81e-01    1.42e-01    7.2e-06
 169200      1.54e+00    2.31e+00      4.69e-04    4.16e-03      1.80e-01    2.69e-01    7.2e-06
 169400      1.02e+00    2.28e+00      3.21e-02    2.41e-04      1.16e-01    2.66e-01    7.2e-06
 169600      1.43e+00    2.00e+00      6.17e-02    2.43e-02      1.59e-01    2.31e-01    7.2e-06
 169800      4.00e-01    2.18e+00      1.03e-02    1.80e-02      4.64e-02    2.54e-01    7.2e-06
 170000      1.53e+00    1.06e+00      3.85e-03    7.57e-03      1.85e-01    1.29e-01    6.7e-06
 170200      1.33e+00    1.19e+00      2.03e-02    2.92e-03      1.60e-01    1.45e-01    6.7e-06
 170400      3.59e-01    1.50e+00      1.92e-02    7.64e-03      4.26e-02    1.82e-01    6.7e-06
 170600      4.25e-01    1.59e+00      1.04e-02    2.32e-03      5.14e-02    1.93e-01    6.7e-06
 170800      3.67e+00    1.29e+00      3.53e-02    3.44e-04      4.44e-01    1.57e-01    6.7e-06
 171000      9.59e-01    1.49e+00      4.35e-02    6.85e-03      1.10e-01    1.81e-01    6.7e-06
 171200      2.32e+00    1.38e+00      1.69e-02    1.72e-02      2.81e-01    1.67e-01    6.7e-06
 171400      1.35e+00    2.09e+00      2.85e-02    7.51e-03      1.62e-01    2.53e-01    6.7e-06
 171600      1.18e+00    1.19e+00      1.07e-02    5.32e-02      1.43e-01    1.37e-01    6.7e-06
 171800      2.18e+00    1.57e+00      2.41e-03    4.86e-03      2.65e-01    1.90e-01    6.7e-06
 172000      4.29e-01    1.85e+00      3.21e-03    2.64e-02      5.21e-02    2.24e-01    6.7e-06
 172200      1.61e+00    9.30e-01      1.03e-02    2.43e-02      1.96e-01    1.11e-01    6.7e-06
 172400      1.05e+00    1.34e+00      4.17e-04    1.02e-02      1.27e-01    1.62e-01    6.7e-06
 172600      2.50e+00    1.48e+00      5.70e-02    1.81e-02      2.94e-01    1.79e-01    6.7e-06
 172800      1.41e+00    1.61e+00      1.53e-03    2.65e-03      1.71e-01    1.95e-01    6.7e-06
 173000      6.00e-01    1.70e+00      6.61e-02    7.33e-03      6.58e-02    2.06e-01    6.7e-06
 173200      7.35e-01    1.99e+00      1.71e-02    5.15e-03      8.62e-02    2.42e-01    6.7e-06
 173400      1.33e+00    1.75e+00      2.85e-02    1.63e-02      1.60e-01    2.12e-01    6.7e-06
 173600      1.21e+00    1.87e+00      3.23e-02    4.23e-03      1.45e-01    2.27e-01    6.7e-06
 173800      9.52e-01    1.26e+00      8.30e-03    3.78e-03      1.15e-01    1.53e-01    6.7e-06
 174000      3.95e-01    6.93e-01      3.40e-02    3.67e-02      4.52e-02    8.23e-02    6.7e-06
 174200      4.10e-01    1.07e+00      3.09e-03    4.13e-03      4.98e-02    1.30e-01    6.7e-06
 174400      1.08e+00    8.47e-01      6.23e-03    5.40e-03      1.30e-01    1.03e-01    6.7e-06
 174600      5.78e-01    1.34e+00      1.09e-02    9.97e-03      7.01e-02    1.63e-01    6.7e-06
 174800      3.32e-01    1.03e+00      1.51e-02    9.22e-03      3.97e-02    1.25e-01    6.7e-06
 175000      4.01e-01    1.59e+00      2.17e-02    1.76e-02      4.96e-02    2.01e-01    6.2e-06
 175200      3.95e-01    1.54e+00      3.02e-02    1.40e-03      4.77e-02    1.94e-01    6.2e-06
 175400      1.24e+00    1.05e+00      3.73e-02    7.12e-03      1.53e-01    1.33e-01    6.2e-06
 175600      3.90e-01    9.69e-01      2.89e-02    1.62e-02      4.72e-02    1.21e-01    6.2e-06
 175800      1.21e+00    1.15e+00      2.39e-02    1.16e-02      1.52e-01    1.45e-01    6.2e-06
 176000      8.39e-01    1.28e+00      3.96e-03    1.16e-02      1.06e-01    1.62e-01    6.2e-06
 176200      2.92e-01    1.14e+00      8.61e-03    6.32e-03      3.67e-02    1.44e-01    6.2e-06
 176400      8.66e-01    1.95e+00      5.73e-03    3.59e-03      1.09e-01    2.46e-01    6.2e-06
 176600      3.77e-01    8.98e-01      1.59e-02    1.76e-03      4.69e-02    1.13e-01    6.2e-06
 176800      8.64e-01    2.88e+00      1.37e-02    1.03e-01      1.08e-01    3.51e-01    6.2e-06
 177000      2.66e+00    2.21e+00      1.72e-02    3.89e-02      3.35e-01    2.74e-01    6.2e-06
 177200      1.77e+00    1.84e+00      2.48e-02    1.88e-02      2.22e-01    2.31e-01    6.2e-06
 177400      4.88e-01    1.68e+00      5.13e-03    2.28e-03      6.16e-02    2.12e-01    6.2e-06
 177600      1.19e+00    1.93e+00      3.14e-02    7.68e-04      1.48e-01    2.44e-01    6.2e-06
 177800      1.67e+00    8.80e-01      1.74e-02    1.32e-02      2.10e-01    1.10e-01    6.2e-06
 178000      1.25e+00    1.25e+00      3.41e-02    6.58e-04      1.54e-01    1.58e-01    6.2e-06
 178200      3.40e-01    2.13e+00      1.21e-02    6.74e-03      4.25e-02    2.69e-01    6.2e-06
 178400      3.64e-01    1.29e+00      3.33e-03    1.46e-02      4.59e-02    1.63e-01    6.2e-06
 178600      3.59e-01    1.61e+00      2.89e-02    1.41e-02      4.30e-02    2.04e-01    6.2e-06
 178800      9.82e-01    8.54e-01      1.11e-02    4.19e-03      1.24e-01    1.08e-01    6.2e-06
 179000      3.39e-01    1.41e+00      1.92e-02    3.29e-02      4.18e-02    1.76e-01    6.2e-06
 179200      6.17e-01    1.81e+00      7.27e-03    8.34e-03      7.78e-02    2.28e-01    6.2e-06
 179400      1.53e+00    1.30e+00      1.65e-02    2.24e-02      1.92e-01    1.63e-01    6.2e-06
 179600      1.94e+00    1.21e+00      3.08e-02    2.16e-03      2.43e-01    1.53e-01    6.2e-06
 179800      3.27e-01    1.24e+00      7.39e-04    3.59e-03      4.13e-02    1.57e-01    6.2e-06
 180000      1.33e+00    1.03e+00      3.21e-02    8.31e-03      1.72e-01    1.34e-01    5.7e-06
 180200      1.42e+00    2.16e+00      8.26e-03    7.34e-04      1.86e-01    2.83e-01    5.7e-06
 180400      1.51e+00    1.30e+00      1.45e-02    2.14e-03      1.98e-01    1.70e-01    5.7e-06
 180600      6.94e-01    6.69e-01      2.22e-03    4.85e-01      9.10e-02    6.06e-07    5.7e-06
 180800      9.37e-01    1.09e+00      1.87e-03    3.14e-03      1.23e-01    1.43e-01    5.7e-06
 181000      1.06e+00    1.68e+00      3.48e-02    7.95e-03      1.35e-01    2.21e-01    5.7e-06
 181200      1.16e+00    5.60e-01      1.22e-02    1.40e-03      1.52e-01    7.36e-02    5.7e-06
 181400      1.26e+00    1.39e+00      2.08e-02    2.15e-02      1.64e-01    1.81e-01    5.7e-06
 181600      1.01e+00    1.38e+00      2.13e-02    9.77e-03      1.31e-01    1.81e-01    5.7e-06
 181800      1.25e+00    1.95e+00      7.12e-03    9.91e-03      1.64e-01    2.55e-01    5.7e-06
 182000      9.10e-01    1.25e+00      4.00e-02    7.69e-03      1.13e-01    1.64e-01    5.7e-06
 182200      1.30e+00    1.41e+00      3.32e-02    4.61e-02      1.68e-01    1.80e-01    5.7e-06
 182400      1.26e+00    4.66e-01      3.83e-02    2.27e-02      1.62e-01    5.73e-02    5.7e-06
 182600      6.28e-01    1.12e+00      4.41e-03    1.65e-02      8.23e-02    1.46e-01    5.7e-06
 182800      1.04e+00    1.83e+00      3.01e-02    1.75e-02      1.34e-01    2.39e-01    5.7e-06
 183000      9.97e-01    1.63e+00      6.02e-03    1.29e-02      1.31e-01    2.14e-01    5.7e-06
 183200      2.75e+00    1.30e+00      5.89e-03    9.82e-03      3.61e-01    1.71e-01    5.7e-06
 183400      1.44e+00    1.63e+00      4.15e-02    1.94e-02      1.85e-01    2.13e-01    5.7e-06
 183600      4.68e-01    1.41e+00      7.29e-03    3.11e-03      6.13e-02    1.85e-01    5.7e-06
 183800      1.35e+00    1.39e+00      6.04e-03    3.78e-03      1.77e-01    1.83e-01    5.7e-06
 184000      7.21e-01    1.43e+00      6.97e-03    7.22e-03      9.44e-02    1.87e-01    5.7e-06
 184200      1.50e+00    1.46e+00      3.12e-03    8.43e-03      1.97e-01    1.91e-01    5.7e-06
 184400      1.21e+00    4.01e-01      1.43e-02    1.35e-02      1.59e-01    5.11e-02    5.7e-06
 184600      1.30e+00    1.28e+00      1.58e-02    4.51e-03      1.70e-01    1.68e-01    5.7e-06
 184800      1.98e+00    1.11e+00      2.41e-02    2.28e-02      2.57e-01    1.45e-01    5.7e-06
 185000      7.76e-01    1.25e+00      1.61e-03    4.04e-03      1.06e-01    1.71e-01    5.3e-06
 185200      7.72e-01    8.95e-01      4.83e-03    6.73e-03      1.05e-01    1.22e-01    5.3e-06
 185400      1.17e+00    1.31e+00      4.32e-03    1.13e-02      1.60e-01    1.79e-01    5.3e-06
 185600      8.14e-01    1.64e+00      4.31e-03    4.14e-03      1.11e-01    2.24e-01    5.3e-06
 185800      1.01e+00    1.28e+00      3.01e-02    1.52e-02      1.35e-01    1.75e-01    5.3e-06
 186000      4.02e-01    1.40e+00      3.35e-03    2.52e-03      5.48e-02    1.91e-01    5.3e-06
 186200      1.20e+00    1.04e+00      2.60e-02    2.13e-03      1.62e-01    1.41e-01    5.3e-06
 186400      4.94e-01    1.62e+00      9.42e-04    5.12e-04      6.75e-02    2.21e-01    5.3e-06
