#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 232800      8.57e-01    9.61e-01      6.76e-04    8.85e-03      1.66e-01    1.85e-01    2.6e-06
 233000      8.63e-01    9.52e-01      4.01e-02    1.23e-03      1.57e-01    1.84e-01    2.6e-06
 233200      9.71e-01    9.41e-01      1.52e-04    2.15e-03      1.88e-01    1.82e-01    2.6e-06
 233400      9.88e-01    5.82e-01      1.42e-02    4.42e-03      1.90e-01    1.12e-01    2.6e-06
 233600      8.89e-01    8.64e-01      2.89e-02    6.16e-03      1.67e-01    1.67e-01    2.6e-06
 233800      2.77e-01    7.99e-01      4.96e-03    1.03e-02      5.34e-02    1.54e-01    2.6e-06
 234000      8.24e-01    1.34e+00      7.27e-04    1.97e-02      1.59e-01    2.55e-01    2.6e-06
 234200      3.81e-01    7.63e-01      6.68e-02    4.42e-03      5.31e-02    1.48e-01    2.6e-06
 234400      9.60e-01    7.66e-01      1.25e-03    9.12e-04      1.86e-01    1.48e-01    2.6e-06
 234600      3.37e-01    9.67e-01      1.51e-02    2.64e-02      6.41e-02    1.83e-01    2.6e-06
 234800      8.46e-01    1.09e+00      2.37e-02    5.67e-03      1.60e-01    2.11e-01    2.6e-06
 235000      2.33e-01    6.40e-01      5.28e-03    1.06e-02      4.67e-02    1.28e-01    2.4e-06
 235200      1.01e+00    1.48e+00      2.43e-02    1.03e-02      2.01e-01    2.97e-01    2.4e-06
 235400      2.19e-01    5.51e-01      7.51e-03    5.74e-03      4.37e-02    1.10e-01    2.4e-06
 235600      1.60e+00    9.40e-01      1.13e-02    2.52e-03      3.20e-01    1.89e-01    2.4e-06
 235800      7.62e-01    5.23e-01      1.58e-02    3.47e-03      1.51e-01    1.05e-01    2.4e-06
 236000      8.39e-01    1.26e+00      1.92e-03    1.18e-02      1.69e-01    2.52e-01    2.4e-06
 236200      5.56e-01    7.79e-01      6.19e-03    4.99e-03      1.11e-01    1.56e-01    2.4e-06
 236400      6.07e-01    3.65e-01      1.58e-02    2.70e-03      1.20e-01    7.32e-02    2.4e-06
 236600      9.07e-01    8.94e-01      1.95e-02    2.66e-03      1.80e-01    1.80e-01    2.4e-06
 236800      1.01e+00    8.87e-01      3.39e-03    1.06e-02      2.02e-01    1.78e-01    2.4e-06
 237000      2.25e-01    1.27e+00      1.40e-02    7.33e-03      4.39e-02    2.54e-01    2.4e-06
 237200      9.08e-01    6.02e-01      3.99e-02    5.97e-03      1.73e-01    1.20e-01    2.4e-06
 237400      2.84e-01    7.65e-01      1.16e-02    3.84e-03      5.64e-02    1.54e-01    2.4e-06
 237600      2.47e-01    1.09e+00      2.80e-02    4.48e-03      4.44e-02    2.18e-01    2.4e-06
 237800      1.78e+00    7.02e-01      1.76e-02    7.60e-03      3.55e-01    1.41e-01    2.4e-06
 238000      2.81e-01    8.16e-01      3.86e-02    6.01e-03      4.73e-02    1.64e-01    2.4e-06
 238200      9.45e-01    2.50e+00      5.46e-02    1.43e-01      1.72e-01    4.55e-01    2.4e-06
 238400      1.95e-01    8.61e-01      7.69e-03    9.73e-03      3.86e-02    1.72e-01    2.4e-06
 238600      8.36e-01    3.81e-01      1.05e-02    1.64e-03      1.67e-01    7.65e-02    2.4e-06
 238800      6.84e-01    8.49e-01      6.60e-03    8.71e-03      1.37e-01    1.70e-01    2.4e-06
 239000      1.15e+00    1.27e+00      3.69e-02    1.37e-02      2.24e-01    2.55e-01    2.4e-06
 239200      9.31e-01    1.40e+00      1.49e-02    9.21e-04      1.86e-01    2.82e-01    2.4e-06
 239400      1.98e-01    1.13e+00      1.24e-02    4.09e-02      3.86e-02    2.25e-01    2.4e-06
 239600      9.85e-01    1.08e+00      5.03e-03    3.65e-03      1.98e-01    2.17e-01    2.4e-06
 239800      2.05e-01    4.56e-01      1.31e-02    3.71e-03      3.99e-02    9.15e-02    2.4e-06
 240000      1.69e+00    1.00e+00      9.59e-05    8.41e-04      3.53e-01    2.09e-01    2.2e-06
 240200      7.07e-01    6.21e-01      1.79e-02    4.04e-03      1.45e-01    1.29e-01    2.2e-06
 240400      2.10e-01    8.60e-01      4.22e-03    6.17e-03      4.36e-02    1.79e-01    2.2e-06
 240600      6.83e-01    1.05e+00      3.19e-02    7.30e-03      1.34e-01    2.19e-01    2.2e-06
 240800      2.41e-01    8.89e-01      2.05e-04    5.98e-03      5.03e-02    1.85e-01    2.2e-06
 241000      5.15e-01    4.64e-01      3.96e-06    6.01e-05      1.07e-01    9.68e-02    2.2e-06
 241200      5.37e-01    7.24e-01      1.09e-02    2.67e-03      1.09e-01    1.51e-01    2.2e-06
 241400      2.36e-01    8.22e-01      5.10e-03    6.78e-03      4.91e-02    1.71e-01    2.2e-06
 241600      6.81e-01    1.40e+00      1.88e-02    9.56e-03      1.39e-01    2.91e-01    2.2e-06
 241800      6.58e-01    9.99e-01      2.74e-02    1.89e-02      1.31e-01    2.07e-01    2.2e-06
 242000      6.62e-01    7.33e-01      1.64e-02    2.13e-02      1.36e-01    1.45e-01    2.2e-06
 242200      1.54e+00    1.01e+00      6.64e-02    8.50e-03      3.05e-01    2.10e-01    2.2e-06
 242400      6.34e-01    9.35e-01      4.07e-03    2.33e-03      1.32e-01    1.95e-01    2.2e-06
 242600      1.05e+00    4.14e-01      1.08e-02    2.11e-03      2.19e-01    8.63e-02    2.2e-06
 242800      9.38e-01    1.36e+00      1.64e-02    2.00e-02      1.94e-01    2.80e-01    2.2e-06
 243000      2.26e-01    5.36e-01      3.74e-02    2.10e-02      3.57e-02    1.07e-01    2.2e-06
 243200      8.68e-01    8.08e-01      2.99e-02    8.71e-03      1.76e-01    1.68e-01    2.2e-06
 243400      2.08e-01    8.99e-01      1.44e-02    5.72e-03      4.17e-02    1.87e-01    2.2e-06
 243600      6.83e-01    8.47e-01      8.87e-03    2.61e-02      1.42e-01    1.72e-01    2.2e-06
 243800      8.48e-01    9.20e-01      3.86e-02    1.87e-03      1.67e-01    1.92e-01    2.2e-06
 244000      8.38e-01    1.26e+00      4.82e-02    1.10e-02      1.59e-01    2.62e-01    2.2e-06
 244200      6.53e-01    6.38e-01      8.57e-03    4.25e-03      1.36e-01    1.33e-01    2.2e-06
 244400      6.39e-01    8.14e-01      1.12e-02    1.79e-02      1.32e-01    1.68e-01    2.2e-06
 244600      1.08e+00    6.59e-01      3.23e-04    1.38e-02      2.25e-01    1.36e-01    2.2e-06
 244800      8.46e-01    5.61e-01      1.85e-03    2.62e-03      1.77e-01    1.17e-01    2.2e-06
 245000      4.40e-01    8.85e-01      1.50e-02    3.97e-03      8.83e-02    1.92e-01    2.0e-06
 245200      2.92e-01    1.28e+00      1.27e-02    4.76e-03      6.24e-02    2.78e-01    2.0e-06
 245400      6.52e-01    8.80e-01      2.63e-02    9.62e-03      1.35e-01    1.91e-01    2.0e-06
 245600      5.92e-01    8.42e-01      4.17e-03    9.76e-03      1.28e-01    1.82e-01    2.0e-06
 245800      2.23e-01    6.88e-01      9.64e-03    1.17e-03      4.76e-02    1.49e-01    2.0e-06
 246000      7.12e-01    9.91e-01      2.46e-02    1.61e-02      1.49e-01    2.11e-01    2.0e-06
 246200      2.54e-01    5.52e-01      2.78e-02    5.58e-03      4.97e-02    1.19e-01    2.0e-06
 246400      2.69e-01    7.59e-01      2.61e-02    5.39e-03      5.39e-02    1.64e-01    2.0e-06
 246600      2.39e-01    1.12e+00      4.86e-03    4.13e-03      5.16e-02    2.44e-01    2.0e-06
 246800      7.72e-01    1.20e+00      3.25e-02    1.36e-02      1.59e-01    2.58e-01    2.0e-06
 247000      7.20e-01    1.04e+00      2.79e-02    1.44e-02      1.50e-01    2.24e-01    2.0e-06
 247200      2.93e-01    9.63e-01      4.77e-02    7.51e-03      4.87e-02    2.08e-01    2.0e-06
 247400      7.07e-01    9.06e-01      1.17e-03    3.21e-03      1.53e-01    1.96e-01    2.0e-06
 247600      2.57e-01    9.33e-01      4.48e-03    1.30e-02      5.56e-02    2.01e-01    2.0e-06
 247800      7.60e-01    7.35e-01      2.34e-02    6.88e-03      1.61e-01    1.59e-01    2.0e-06
 248000      4.41e-01    7.58e-01      2.03e-02    9.95e-03      8.19e-02    1.64e-01    2.0e-06
 248200      9.21e-01    9.89e-01      1.85e-02    5.16e-03      1.98e-01    2.14e-01    2.0e-06
 248400      6.68e-01    1.11e+00      5.09e-03    3.93e-03      1.45e-01    2.39e-01    2.0e-06
 248600      1.46e+00    8.84e-01      2.06e-03    3.03e-02      3.17e-01    1.86e-01    2.0e-06
 248800      2.55e-01    1.02e+00      1.51e-02    7.27e-03      5.37e-02    2.21e-01    2.0e-06
 249000      9.43e-01    6.19e-01      1.70e-02    3.60e-03      2.03e-01    1.34e-01    2.0e-06
 249200      2.17e+00    9.00e-01      6.19e-03    7.19e-03      4.70e-01    1.94e-01    2.0e-06
 249400      6.21e-01    8.75e-01      1.08e-02    6.94e-03      1.34e-01    1.89e-01    2.0e-06
 249600      8.58e-01    9.53e-01      1.78e-02    2.89e-03      1.84e-01    2.07e-01    2.0e-06
 249800      8.47e-01    8.43e-01      2.42e-02    9.17e-03      1.80e-01    1.81e-01    2.0e-06
 250000      7.24e-01    8.57e-01      1.29e-03    2.27e-02      1.63e-01    1.89e-01    1.9e-06
 250200      3.77e-01    7.06e-01      3.70e-04    1.74e-04      8.48e-02    1.59e-01    1.9e-06
 250400      8.28e-01    7.66e-01      3.23e-03    3.35e-02      1.86e-01    1.64e-01    1.9e-06
 250600      3.68e-01    1.39e+00      9.37e-03    4.56e-03      7.95e-02    3.12e-01    1.9e-06
 250800      6.93e-01    8.78e-01      1.50e-02    6.13e-03      1.54e-01    1.97e-01    1.9e-06
 251000      6.40e-01    1.00e+00      2.11e-02    5.19e-03      1.40e-01    2.26e-01    1.9e-06
 251200      5.85e-01    9.10e-01      8.61e-03    8.66e-03      1.31e-01    2.05e-01    1.9e-06
 251400      6.55e-01    8.94e-01      2.03e-02    1.18e-03      1.44e-01    2.01e-01    1.9e-06
 251600      1.22e+00    7.18e-01      1.37e-02    1.46e-02      2.72e-01    1.60e-01    1.9e-06
 251800      2.24e-01    8.43e-01      1.86e-02    6.39e-03      4.75e-02    1.89e-01    1.9e-06
 252000      7.31e-01    9.48e-01      1.60e-02    6.01e-03      1.63e-01    2.13e-01    1.9e-06
 252200      4.30e-01    1.23e+00      1.34e-02    6.62e-03      9.08e-02    2.77e-01    1.9e-06
 252400      1.95e-01    7.46e-01      3.02e-02    1.73e-02      3.48e-02    1.66e-01    1.9e-06
 252600      5.97e-01    7.11e-01      2.33e-03    5.49e-03      1.34e-01    1.60e-01    1.9e-06
 252800      1.39e+00    9.19e-01      1.21e-02    5.45e-03      3.12e-01    2.07e-01    1.9e-06
 253000      2.90e-01    9.55e-01      5.89e-02    6.04e-03      3.89e-02    2.15e-01    1.9e-06
 253200      3.87e-01    8.05e-01      1.11e-02    9.39e-03      8.53e-02    1.80e-01    1.9e-06
 253400      3.16e-01    5.96e-01      3.28e-02    4.19e-03      6.49e-02    1.34e-01    1.9e-06
 253600      6.82e-01    6.84e-01      1.61e-02    4.92e-03      1.51e-01    1.54e-01    1.9e-06
 253800      6.67e-01    1.17e+00      1.40e-02    1.50e-02      1.49e-01    2.60e-01    1.9e-06
 254000      5.31e-01    7.53e-01      6.76e-03    8.80e-04      1.19e-01    1.70e-01    1.9e-06
 254200      6.20e-01    1.08e+00      1.84e-03    1.33e-02      1.40e-01    2.40e-01    1.9e-06
 254400      3.68e-01    7.47e-01      1.61e-02    2.31e-03      7.21e-02    1.68e-01    1.9e-06
 254600      6.03e-01    7.18e-01      2.11e-02    1.09e-03      1.31e-01    1.62e-01    1.9e-06
 254800      9.05e-01    4.73e-01      3.16e-02    1.85e-02      1.97e-01    1.02e-01    1.9e-06
 255000      6.40e-01    7.31e-01      6.94e-04    4.82e-03      1.50e-01    1.71e-01    1.7e-06
 255200      3.29e-01    1.15e+00      2.43e-02    2.21e-03      7.36e-02    2.70e-01    1.7e-06
 255400      7.83e-01    5.16e-01      6.13e-03    3.77e-03      1.83e-01    1.20e-01    1.7e-06
 255600      5.61e-01    7.14e-01      2.65e-04    1.21e-02      1.31e-01    1.66e-01    1.7e-06
 255800      8.67e-01    3.39e-01      9.66e-03    7.53e-03      2.02e-01    7.83e-02    1.7e-06
 256000      5.17e-01    1.17e+00      7.69e-03    3.85e-02      1.20e-01    2.65e-01    1.7e-06
 256200      2.10e-01    7.24e-01      9.48e-03    7.34e-03      4.83e-02    1.69e-01    1.7e-06
 256400      5.57e-01    1.26e+00      7.92e-03    8.34e-03      1.30e-01    2.96e-01    1.7e-06
 256600      2.13e-01    6.33e-01      9.07e-03    1.09e-02      4.90e-02    1.47e-01    1.7e-06
 256800      1.01e+00    7.16e-01      9.61e-03    6.71e-03      2.36e-01    1.67e-01    1.7e-06
 257000      7.96e-01    7.40e-01      1.07e-02    6.86e-04      1.85e-01    1.73e-01    1.7e-06
 257200      2.25e-01    6.93e-01      1.97e-02    4.46e-03      4.93e-02    1.62e-01    1.7e-06
 257400      2.33e-01    5.95e-01      8.62e-03    1.66e-03      5.39e-02    1.39e-01    1.7e-06
 257600      6.32e-01    1.17e+00      4.28e-03    3.49e-03      1.48e-01    2.72e-01    1.7e-06
 257800      8.12e-01    7.46e-01      9.91e-03    3.67e-03      1.89e-01    1.74e-01    1.7e-06
 258000      8.75e-01    7.77e-01      7.22e-03    1.73e-04      2.04e-01    1.82e-01    1.7e-06
 258200      8.32e-01    8.18e-01      1.41e-02    4.81e-03      1.93e-01    1.91e-01    1.7e-06
 258400      4.78e-01    1.02e+00      2.34e-02    2.15e-02      1.04e-01    2.36e-01    1.7e-06
 258600      6.86e-01    9.25e-01      1.42e-02    4.63e-04      1.59e-01    2.16e-01    1.7e-06
 258800      1.98e-01    8.63e-01      1.41e-02    7.68e-04      4.45e-02    2.02e-01    1.7e-06
 259000      7.83e-01    8.39e-01      1.66e-03    1.30e-02      1.83e-01    1.95e-01    1.7e-06
 259200      5.65e-01    6.89e-01      2.33e-02    1.55e-02      1.26e-01    1.56e-01    1.7e-06
 259400      2.70e-01    5.03e-01      2.71e-02    6.45e-03      5.79e-02    1.17e-01    1.7e-06
 259600      7.07e-01    1.67e+00      1.36e-02    1.38e-01      1.64e-01    3.10e-01    1.7e-06
 259800      6.74e-01    8.11e-01      1.09e-02    6.78e-03      1.57e-01    1.89e-01    1.7e-06
 260000      8.68e-01    6.06e-01      6.59e-03    1.10e-02      2.11e-01    1.46e-01    1.6e-06
 260200      6.01e-01    8.94e-01      2.23e-02    1.98e-02      1.41e-01    2.14e-01    1.6e-06
 260400      6.79e-01    7.01e-01      1.40e-02    3.55e-03      1.63e-01    1.70e-01    1.6e-06
 260600      8.66e-01    5.88e-01      1.81e-02    1.06e-02      2.08e-01    1.41e-01    1.6e-06
 260800      1.26e+00    6.43e-01      9.33e-05    1.63e-03      3.06e-01    1.56e-01    1.6e-06
 261000      5.18e-01    7.95e-01      3.93e-02    4.37e-03      1.05e-01    1.93e-01    1.6e-06
 261200      2.10e-01    6.99e-01      2.53e-02    6.34e-03      4.48e-02    1.69e-01    1.6e-06
 261400      7.58e-01    8.71e-01      2.41e-02    1.81e-03      1.79e-01    2.12e-01    1.6e-06
 261600      2.21e-01    8.84e-01      1.53e-02    1.63e-02      5.16e-02    2.13e-01    1.6e-06
 261800      1.69e-01    7.26e-01      2.22e-02    7.64e-04      3.49e-02    1.76e-01    1.6e-06
 262000      1.63e-01    5.28e-01      7.53e-03    1.62e-02      3.88e-02    1.25e-01    1.6e-06
 262200      6.66e-01    6.93e-01      1.29e-02    1.90e-02      1.60e-01    1.65e-01    1.6e-06
 262400      2.62e-01    6.56e-01      4.81e-02    1.64e-02      4.36e-02    1.57e-01    1.6e-06
 262600      5.25e-01    6.94e-01      2.50e-03    2.26e-03      1.27e-01    1.68e-01    1.6e-06
 262800      5.63e-01    4.79e-01      1.50e-02    8.08e-03      1.34e-01    1.15e-01    1.6e-06
 263000      1.21e+00    2.37e-01      4.31e-02    9.64e-03      2.83e-01    5.49e-02    1.6e-06
 263200      1.22e+00    6.70e-01      2.27e-02    2.71e-03      2.89e-01    1.63e-01    1.6e-06
 263400      3.95e-01    6.47e-01      1.40e-02    7.02e-03      8.79e-02    1.57e-01    1.6e-06
 263600      7.40e-01    7.10e-01      2.57e-03    1.43e-02      1.80e-01    1.71e-01    1.6e-06
 263800      7.26e-01    9.48e-01      1.05e-02    5.21e-03      1.75e-01    2.30e-01    1.6e-06
 264000      6.42e-01    7.81e-01      1.49e-02    1.33e-04      1.54e-01    1.90e-01    1.6e-06
 264200      6.39e-01    1.07e+00      1.46e-02    1.31e-02      1.53e-01    2.57e-01    1.6e-06
 264400      5.87e-01    7.89e-01      2.06e-03    3.58e-03      1.43e-01    1.91e-01    1.6e-06
 264600      6.33e-01    1.20e+00      1.55e-02    1.68e-03      1.51e-01    2.91e-01    1.6e-06
 264800      1.25e+00    7.55e-01      2.56e-02    6.38e-04      2.97e-01    1.83e-01    1.6e-06
 265000      5.01e-01    9.24e-01      1.06e-02    7.07e-03      1.25e-01    2.32e-01    1.5e-06
 265200      1.66e-01    1.14e+00      5.81e-03    1.62e-02      4.15e-02    2.84e-01    1.5e-06
 265400      2.17e-01    7.65e-01      1.71e-02    2.48e-02      5.20e-02    1.87e-01    1.5e-06
 265600      5.19e-01    1.39e+00      1.36e-02    1.25e-01      1.28e-01    2.62e-01    1.5e-06
 265800      8.09e-01    8.47e-01      1.28e-02    2.09e-03      2.02e-01    2.13e-01    1.5e-06
 266000      8.76e-01    1.25e+00      1.09e-02    9.16e-04      2.20e-01    3.16e-01    1.5e-06
 266200      1.25e+00    7.36e-01      7.42e-03    3.72e-03      3.15e-01    1.85e-01    1.5e-06
 266400      3.50e-01    9.66e-01      2.72e-03    4.11e-03      8.79e-02    2.43e-01    1.5e-06
 266600      2.16e-01    5.77e-01      3.39e-03    9.43e-03      5.42e-02    1.44e-01    1.5e-06
 266800      1.41e+00    5.56e-01      1.93e-03    1.15e-03      3.56e-01    1.40e-01    1.5e-06
 267000      5.12e-01    6.40e-01      8.06e-03    1.05e-02      1.28e-01    1.60e-01    1.5e-06
 267200      7.14e-01    7.84e-01      1.13e-02    8.97e-03      1.79e-01    1.97e-01    1.5e-06
 267400      1.89e-01    9.32e-01      3.19e-02    9.50e-03      3.54e-02    2.33e-01    1.5e-06
 267600      5.46e-01    7.16e-01      2.18e-02    1.54e-03      1.31e-01    1.80e-01    1.5e-06
 267800      6.29e-01    7.79e-01      1.56e-02    7.94e-03      1.56e-01    1.95e-01    1.5e-06
 268000      7.73e-01    7.32e-01      3.29e-02    8.48e-04      1.85e-01    1.84e-01    1.5e-06
 268200      6.87e-01    7.92e-01      1.75e-02    1.20e-02      1.70e-01    1.97e-01    1.5e-06
 268400      6.53e-01    6.69e-01      2.66e-03    5.72e-03      1.65e-01    1.68e-01    1.5e-06
 268600      1.88e-01    7.43e-01      3.45e-02    9.45e-03      3.26e-02    1.86e-01    1.5e-06
 268800      2.35e-01    6.96e-01      1.22e-02    6.63e-03      5.80e-02    1.75e-01    1.5e-06
 269000      4.88e-01    4.35e-01      1.37e-02    2.46e-02      1.20e-01    1.00e-01    1.5e-06
 269200      7.85e-01    7.05e-01      2.48e-02    6.92e-03      1.93e-01    1.77e-01    1.5e-06
 269400      5.11e-01    3.40e-01      3.37e-03    1.96e-03      1.29e-01    8.55e-02    1.5e-06
 269600      1.31e+00    5.24e-01      1.28e-02    7.14e-04      3.29e-01    1.32e-01    1.5e-06
 269800      1.21e+00    6.99e-01      1.08e-02    1.21e-02      3.03e-01    1.75e-01    1.5e-06
 270000      7.33e-01    7.58e-01      1.91e-02    3.85e-02      1.88e-01    1.84e-01    1.4e-06
 270200      2.47e-01    6.68e-01      2.67e-02    6.90e-04      5.85e-02    1.75e-01    1.4e-06
 270400      4.80e-01    9.20e-01      2.45e-02    1.24e-03      1.17e-01    2.41e-01    1.4e-06
 270600      1.42e-01    6.74e-01      8.75e-03    1.06e-02      3.61e-02    1.75e-01    1.4e-06
 270800      1.84e-01    6.77e-01      2.66e-02    1.79e-03      3.92e-02    1.77e-01    1.4e-06
 271000      2.34e-01    6.28e-01      2.78e-02    2.33e-03      5.39e-02    1.64e-01    1.4e-06
 271200      5.79e-01    3.55e-01      1.13e-02    1.30e-02      1.50e-01    9.18e-02    1.4e-06
 271400      4.90e-01    6.68e-01      6.85e-03    6.45e-03      1.27e-01    1.74e-01    1.4e-06
 271600      4.14e-01    5.76e-01      9.41e-03    1.38e-03      1.07e-01    1.51e-01    1.4e-06
 271800      1.24e+00    5.01e-01      1.59e-02    9.31e-04      3.22e-01    1.31e-01    1.4e-06
 272000      5.70e-01    2.80e-01      1.26e-02    8.66e-04      1.47e-01    7.31e-02    1.4e-06
 272200      4.88e-01    6.85e-01      1.39e-03    2.24e-03      1.28e-01    1.79e-01    1.4e-06
 272400      5.29e-01    1.66e-01      1.13e-02    5.03e-02      1.37e-01    3.92e-02    1.4e-06
 272600      7.58e-01    6.86e-01      2.62e-02    1.09e-04      1.92e-01    1.80e-01    1.4e-06
 272800      2.38e-01    8.21e-01      9.96e-03    2.91e-03      6.15e-02    2.15e-01    1.4e-06
 273000      5.82e-01    5.35e-01      1.03e-02    5.61e-03      1.51e-01    1.40e-01    1.4e-06
 273200      6.31e-01    7.54e-01      2.85e-02    1.25e-03      1.56e-01    1.97e-01    1.4e-06
 273400      6.38e-01    7.04e-01      1.04e-02    6.90e-03      1.66e-01    1.84e-01    1.4e-06
 273600      6.75e-01    9.95e-01      1.90e-02    1.80e-02      1.73e-01    2.55e-01    1.4e-06
 273800      1.89e-01    1.06e+00      2.16e-02    1.21e-02      4.40e-02    2.74e-01    1.4e-06
 274000      7.74e-01    3.19e-01      1.06e-02    2.19e-03      2.01e-01    8.34e-02    1.4e-06
 274200      2.11e-01    8.09e-01      2.11e-02    9.26e-04      5.06e-02    2.12e-01    1.4e-06
 274400      1.07e+00    5.59e-01      5.88e-03    5.18e-03      2.79e-01    1.46e-01    1.4e-06
 274600      2.66e-01    4.82e-01      1.32e-02    9.94e-03      6.83e-02    1.23e-01    1.4e-06
 274800      6.33e-01    7.13e-01      2.02e-02    1.90e-02      1.61e-01    1.83e-01    1.4e-06
 275000      2.00e-01    7.71e-01      1.54e-02    7.73e-04      5.16e-02    2.09e-01    1.3e-06
 275200      8.43e-01    6.55e-01      1.13e-02    8.32e-03      2.28e-01    1.77e-01    1.3e-06
 275400      4.43e-01    6.17e-01      8.00e-03    2.97e-03      1.19e-01    1.67e-01    1.3e-06
 275600      1.16e+00    6.53e-01      1.73e-02    4.40e-03      3.11e-01    1.77e-01    1.3e-06
 275800      4.70e-01    4.30e-01      1.67e-03    9.64e-03      1.28e-01    1.15e-01    1.3e-06
 276000      7.25e-01    5.23e-01      2.35e-02    2.02e-03      1.91e-01    1.42e-01    1.3e-06
 276200      1.73e-01    7.06e-01      1.70e-02    1.51e-03      4.31e-02    1.92e-01    1.3e-06
 276400      7.20e-01    5.55e-01      1.18e-03    3.71e-03      1.96e-01    1.51e-01    1.3e-06
 276600      5.59e-01    4.17e-01      3.19e-02    1.98e-03      1.38e-01    1.13e-01    1.3e-06
 276800      3.14e-01    7.00e-01      6.47e-02    2.10e-03      4.86e-02    1.90e-01    1.3e-06
 277000      1.30e+00    7.20e-01      3.99e-02    1.98e-02      3.31e-01    1.91e-01    1.3e-06
 277200      4.44e-01    6.70e-01      1.31e-02    3.22e-03      1.18e-01    1.82e-01    1.3e-06
 277400      1.91e-01    6.08e-01      2.08e-02    3.02e-03      4.66e-02    1.65e-01    1.3e-06
 277600      5.95e-01    6.17e-01      1.20e-02    2.35e-03      1.60e-01    1.67e-01    1.3e-06
 277800      7.89e-01    7.12e-01      9.84e-03    1.02e-02      2.13e-01    1.92e-01    1.3e-06
 278000      1.72e-01    6.87e-01      4.15e-03    2.82e-04      4.65e-02    1.87e-01    1.3e-06
 278200      1.68e-01    6.05e-01      1.14e-02    5.09e-04      4.40e-02    1.64e-01    1.3e-06
 278400      8.96e-01    6.55e-01      7.80e-02    1.14e-02      1.89e-01    1.76e-01    1.3e-06
 278600      7.01e-01    2.96e-01      3.98e-02    1.75e-02      1.73e-01    7.87e-02    1.3e-06
 278800      2.03e-01    6.68e-01      1.98e-02    2.46e-03      5.07e-02    1.81e-01    1.3e-06
 279000      4.17e-01    6.44e-01      2.58e-03    1.77e-02      1.13e-01    1.71e-01    1.3e-06
 279200      1.38e-01    7.59e-01      2.92e-03    2.61e-03      3.73e-02    2.06e-01    1.3e-06
 279400      4.92e-01    9.74e-01      3.95e-02    2.71e-03      1.08e-01    2.64e-01    1.3e-06
 279600      4.02e-01    4.76e-01      3.83e-03    6.45e-03      1.09e-01    1.28e-01    1.3e-06
 279800      1.22e+00    6.17e-01      5.85e-03    4.75e-03      3.30e-01    1.67e-01    1.3e-06
 280000      6.53e-01    5.96e-01      1.75e-02    2.96e-03      1.80e-01    1.68e-01    1.2e-06
 280200      5.35e-01    5.88e-01      4.43e-02    7.66e-03      1.20e-01    1.65e-01    1.2e-06
 280400      2.05e-01    7.05e-01      1.11e-02    1.11e-02      5.63e-02    1.97e-01    1.2e-06
 280600      1.66e-01    4.63e-01      3.00e-03    3.21e-03      4.66e-02    1.30e-01    1.2e-06
 280800      5.37e-01    4.75e-01      1.60e-02    6.39e-03      1.48e-01    1.33e-01    1.2e-06
 281000      4.24e-01    4.49e-01      7.95e-03    1.76e-03      1.18e-01    1.26e-01    1.2e-06
 281200      1.98e-01    6.09e-01      1.71e-02    7.07e-03      5.24e-02    1.71e-01    1.2e-06
 281400      6.32e-01    9.65e-01      1.76e-02    6.90e-03      1.74e-01    2.71e-01    1.2e-06
 281600      2.19e-01    3.90e-01      2.56e-02    3.63e-03      5.45e-02    1.10e-01    1.2e-06
 281800      2.48e-01    8.65e-01      3.61e-02    5.60e-03      5.70e-02    2.43e-01    1.2e-06
 282000      4.52e-01    4.71e-01      2.80e-02    6.64e-03      1.14e-01    1.32e-01    1.2e-06
 282200      1.46e+00    6.88e-01      3.79e-03    2.10e-03      4.10e-01    1.94e-01    1.2e-06
 282400      3.94e-01    8.74e-01      1.42e-02    4.28e-03      1.07e-01    2.46e-01    1.2e-06
 282600      5.84e-01    5.65e-01      4.34e-03    5.19e-03      1.64e-01    1.59e-01    1.2e-06
 282800      5.40e-01    5.12e-01      1.13e-02    8.34e-03      1.50e-01    1.43e-01    1.2e-06
 283000      2.33e-01    8.00e-01      8.99e-03    3.71e-03      6.48e-02    2.25e-01    1.2e-06
 283200      3.41e-01    4.56e-01      1.34e-02    2.97e-02      8.61e-02    1.13e-01    1.2e-06
 283400      8.17e-01    4.53e-01      4.17e-02    3.25e-03      2.14e-01    1.27e-01    1.2e-06
 283600      7.50e-01    6.02e-01      7.18e-02    1.99e-02      1.52e-01    1.64e-01    1.2e-06
 283800      5.89e-01    4.97e-01      2.18e-02    3.02e-03      1.60e-01    1.40e-01    1.2e-06
 284000      7.33e-01    5.21e-01      1.95e-02    1.42e-02      2.03e-01    1.44e-01    1.2e-06
 284200      4.36e-01    6.53e-01      2.77e-02    1.09e-02      1.09e-01    1.83e-01    1.2e-06
 284400      7.04e-01    4.85e-01      2.12e-02    4.95e-03      1.93e-01    1.36e-01    1.2e-06
 284600      1.23e+00    7.22e-01      1.63e-03    2.19e-03      3.46e-01    2.03e-01    1.2e-06
 284800      6.90e-01    4.68e-01      9.59e-03    3.01e-03      1.93e-01    1.32e-01    1.2e-06
 285000      5.21e-01    5.55e-01      7.71e-03    9.20e-04      1.51e-01    1.62e-01    1.1e-06
